	W1	W2	pred
7134	purple shirt	camera	disjoint
7135	purple shirt	leather	disjoint
7136	purple shirt	man	independent
7137	purple shirt	shirt	forwardentailment
7138	purple shirt	chaps	independent
7139	purple shirt	black leather chaps	disjoint
7140	someone lookers	camera	independent
7141	someone lookers	leather	independent
7142	someone lookers	man	independent
7143	someone lookers	shirt	independent
7144	someone lookers	chaps	independent
7145	someone lookers	black leather chaps	independent
7146	someone lookers	purple shirt	independent
7147	standing	posing	synonym
7148	dressed	posing	independent
7149	purple	black	disjoint
7150	purple	for the camera	independent
7151	air	dog	independent
7152	air	sand	disjoint
7153	area	air	disjoint
7154	area	dog	independent
7155	area	sand	independent
7156	background	air	disjoint
7157	background	dog	independent
7158	background	sand	independent
7159	dog	air	independent
7160	dog	sand	independent
7161	sand	air	disjoint
7162	sand	dog	independent
7163	plants	air	independent
7164	plants	dog	independent
7165	plants	sand	independent
7166	area with the sand	air	disjoint
7167	area with the sand	dog	independent
7168	area with the sand	sand	independent
7169	several plants	air	independent
7170	several plants	dog	independent
7171	several plants	sand	independent
7172	being	blowing	disjoint
7173	stirred	blowing	forwardentailment
7174	sandy	in the air	independent
7175	several	in the air	independent
7176	in the background	in the air	disjoint
7177	into the air	in the air	synonym
7178	dog	area	independent
7179	dog	background	independent
7180	dog	plants	disjoint
7181	dog	area with the sand	independent
7182	dog	several plants	disjoint
7183	sand	area	forwardentailment
7184	sand	background	independent
7185	sand	plants	disjoint
7186	sand	area with the sand	independent
7187	sand	several plants	disjoint
7188	wind	air	forwardentailment
7189	wind	area	disjoint
7190	wind	background	independent
7191	wind	dog	disjoint
7192	wind	sand	independent
7193	wind	plants	independent
7194	wind	area with the sand	independent
7195	wind	several plants	independent
7196	blowing	being	independent
7197	blowing	stirred	reverseentailment
7198	in the wind	sandy	independent
7199	in the wind	several	independent
7200	in the wind	in the background	independent
7201	in the wind	into the air	independent
7202	dog	outdoors	independent
7203	yard	outdoors	forwardentailment
7204	yard	black and white dog	independent
7205	black and white dog	dog	independent
7206	black and white dog	outdoors	independent
7207	green yard	dog	independent
7208	green yard	outdoors	forwardentailment
7209	green yard	black and white dog	independent
7210	in a green yard	black	independent
7211	in a green yard	white	independent
7212	green	black	disjoint
7213	air	shade	disjoint
7214	air	trees	independent
7215	air	shade of some trees	independent
7216	country	dog	disjoint
7217	country	shade	disjoint
7218	country	trees	independent
7219	country	shade of some trees	independent
7220	dog	shade	disjoint
7221	dog	trees	independent
7222	dog	shade of some trees	independent
7223	air in the country	dog	independent
7224	air in the country	shade	disjoint
7225	air in the country	trees	independent
7226	air in the country	shade of some trees	independent
7227	dog	cat	disjoint
7228	dog	country	disjoint
7229	dog	air in the country	independent
7230	shade	air	disjoint
7231	shade	cat	independent
7232	shade	country	disjoint
7233	shade	air in the country	independent
7234	trees	air	disjoint
7235	trees	cat	independent
7236	trees	country	independent
7237	trees	air in the country	independent
7238	shade of some trees	air	disjoint
7239	shade of some trees	cat	independent
7240	shade of some trees	country	independent
7241	shade of some trees	air in the country	independent
7242	cluster	area	forwardentailment
7243	cluster	dogs	independent
7244	cluster	Four dogs	independent
7245	cluster	grassy area	independent
7246	field	area	forwardentailment
7247	field	dogs	independent
7248	field	Four dogs	independent
7249	field	grassy area	independent
7250	grass	Four dogs	independent
7251	dogs	area	independent
7252	dogs	Four dogs	independent
7253	dogs	grassy area	independent
7254	brown grass	area	independent
7255	brown grass	dogs	independent
7256	brown grass	Four dogs	disjoint
7257	brown grass	grassy area	independent
7258	field of brown grass	area	forwardentailment
7259	field of brown grass	dogs	independent
7260	field of brown grass	Four dogs	independent
7261	field of brown grass	grassy area	forwardentailment
7262	four brown dogs	area	independent
7263	four brown dogs	dogs	independent
7264	four brown dogs	Four dogs	forwardentailment
7265	four brown dogs	grassy area	independent
7266	brown	in a grassy area	independent
7267	brown	grassy	disjoint
7268	brown	nap	independent
7269	brown	park	independent
7270	brown	nap in the park	independent
7271	dog	nap	disjoint
7272	dog	park	independent
7273	dog	nap in the park	disjoint
7274	jacket	dog	disjoint
7275	jacket	nap	disjoint
7276	jacket	park	independent
7277	jacket	nap in the park	disjoint
7278	street	dog	independent
7279	street	nap	disjoint
7280	street	park	disjoint
7281	street	nap in the park	disjoint
7282	jacket on the street	dog	disjoint
7283	jacket on the street	nap	disjoint
7284	jacket on the street	park	disjoint
7285	jacket on the street	nap in the park	disjoint
7286	spotted dog	dog	forwardentailment
7287	spotted dog	nap	disjoint
7288	spotted dog	park	independent
7289	spotted dog	nap in the park	disjoint
7290	lying	having	disjoint
7291	bike	motorcycle	reverseentailment
7292	bike	orange	disjoint
7293	bike	wheel	independent
7294	bike	one wheel	independent
7295	bike	rider dressed in orange	independent
7296	friend	motorcycle	independent
7297	friend	orange	independent
7298	friend	rider	independent
7299	friend	wheel	independent
7300	friend	one wheel	independent
7301	friend	rider dressed in orange	independent
7302	man	orange	independent
7303	man	rider	independent
7304	man	one wheel	independent
7305	man	rider dressed in orange	independent
7306	sport	motorcycle	independent
7307	sport	orange	independent
7308	sport	rider	independent
7309	sport	wheel	disjoint
7310	sport	one wheel	independent
7311	sport	rider dressed in orange	independent
7312	wheelie	motorcycle	independent
7313	wheelie	orange	disjoint
7314	wheelie	rider	independent
7315	wheelie	wheel	forwardentailment
7316	wheelie	one wheel	disjoint
7317	wheelie	rider dressed in orange	independent
7318	black bike	motorcycle	independent
7319	black bike	orange	disjoint
7320	black bike	rider	independent
7321	black bike	wheel	independent
7322	black bike	one wheel	independent
7323	black bike	rider dressed in orange	independent
7324	yellow sport bike	motorcycle	independent
7325	yellow sport bike	orange	disjoint
7326	yellow sport bike	rider	independent
7327	yellow sport bike	wheel	independent
7328	yellow sport bike	one wheel	independent
7329	yellow sport bike	rider dressed in orange	independent
7330	catching	driving	disjoint
7331	catching	dressed	independent
7332	doing	driving	reverseentailment
7333	doing	dressed	independent
7334	black	in orange	disjoint
7335	yellow	in orange	disjoint
7336	yellow	on one wheel	independent
7337	bench	man	independent
7338	bench	elderly man	independent
7339	elder	bench	disjoint
7340	elder	man	independent
7341	elder	elderly man	synonym
7342	jacket	bench	independent
7343	jacket	elderly man	independent
7344	man	bench	disjoint
7345	man	elderly man	independent
7346	pants	bench	disjoint
7347	pants	man	independent
7348	pants	elderly man	independent
7349	black pants	bench	independent
7350	black pants	man	independent
7351	black pants	elderly man	independent
7352	elder man	bench	disjoint
7353	elder man	man	forwardentailment
7354	elder man	elderly man	forwardentailment
7355	gray jacket	bench	independent
7356	gray jacket	man	independent
7357	gray jacket	elderly man	independent
7358	on a bench	elderly	independent
7359	black	on a bench	independent
7360	black	elderly	independent
7361	gray	on a bench	independent
7362	gray	elderly	independent
7363	artist	easel	independent
7364	artist	lady	independent
7365	artist	paintbrush	independent
7366	easel	artist	independent
7367	easel	lady	independent
7368	easel	paintbrush	independent
7369	paintbrush	artist	independent
7370	paintbrush	easel	independent
7371	paintbrush	lady	independent
7372	woman	artist	independent
7373	woman	easel	disjoint
7374	woman	paintbrush	independent
7375	barefoot	court	independent
7376	barefoot	shirt	independent
7377	barefoot	tennis	independent
7378	barefoot	woman	independent
7379	barefoot	blue shirt	independent
7380	barefoot	tennis court	independent
7381	court	barefoot	independent
7382	court	shirt	disjoint
7383	court	tennis	independent
7384	court	woman	independent
7385	court	blue shirt	independent
7386	court	tennis court	reverseentailment
7387	man	barefoot	independent
7388	man	court	independent
7389	man	tennis	independent
7390	man	blue shirt	independent
7391	man	tennis court	independent
7392	shirt	barefoot	independent
7393	shirt	court	independent
7394	shirt	tennis	disjoint
7395	shirt	woman	independent
7396	shirt	tennis court	disjoint
7397	tennis	barefoot	independent
7398	tennis	court	independent
7399	tennis	shirt	independent
7400	tennis	woman	independent
7401	tennis	blue shirt	independent
7402	tennis	tennis court	independent
7403	blue shirt	barefoot	independent
7404	blue shirt	court	independent
7405	blue shirt	tennis	independent
7406	blue shirt	woman	independent
7407	blue shirt	tennis court	independent
7408	tennis court	barefoot	independent
7409	tennis court	court	forwardentailment
7410	tennis court	shirt	independent
7411	tennis court	tennis	independent
7412	tennis court	woman	independent
7413	tennis court	blue shirt	independent
7414	walking	wearing	independent
7415	wearing	walking	independent
7416	blue	on a tennis court	independent
7417	on a tennis court	blue	independent
7418	edge	fountain	independent
7419	edge	girl	independent
7420	edge	woman	independent
7421	edge	edge of a fountain	reverseentailment
7422	edge	older woman	independent
7423	edge	young girl	independent
7424	fountain	edge	independent
7425	fountain	girl	independent
7426	fountain	woman	independent
7427	fountain	edge of a fountain	independent
7428	fountain	older woman	independent
7429	fountain	young girl	independent
7430	girl	edge	independent
7431	girl	fountain	independent
7432	girl	edge of a fountain	independent
7433	girl	older woman	disjoint
7434	woman	edge	independent
7435	woman	fountain	independent
7436	woman	edge of a fountain	independent
7437	woman	older woman	independent
7438	woman	young girl	disjoint
7439	edge of a fountain	edge	forwardentailment
7440	edge of a fountain	fountain	independent
7441	edge of a fountain	girl	independent
7442	edge of a fountain	woman	independent
7443	edge of a fountain	older woman	independent
7444	edge of a fountain	young girl	independent
7445	older woman	edge	independent
7446	older woman	fountain	independent
7447	older woman	girl	disjoint
7448	older woman	woman	independent
7449	older woman	edge of a fountain	independent
7450	older woman	young girl	disjoint
7451	young girl	edge	independent
