	W1	W2	pred
40744	car	young boy	disjoint
40745	trunk	boy	independent
40746	trunk	ocean	disjoint
40747	trunk	waves	disjoint
40748	trunk	ocean waves	disjoint
40749	trunk	young boy	independent
40750	men	waves	independent
40751	men	ocean waves	independent
40752	men	young boy	disjoint
40753	suitcases	boy	independent
40754	suitcases	ocean	disjoint
40755	suitcases	waves	independent
40756	suitcases	ocean waves	disjoint
40757	suitcases	young boy	independent
40758	trunk of a car	boy	independent
40759	trunk of a car	ocean	disjoint
40760	trunk of a car	waves	disjoint
40761	trunk of a car	ocean waves	disjoint
40762	trunk of a car	young boy	independent
40763	packing	running	disjoint
40764	man	floats	independent
40765	man	arm floats	independent
40766	Cereal	arm	disjoint
40767	Cereal	boy	independent
40768	Cereal	girl	independent
40769	Cereal	floats	disjoint
40770	Cereal	arm floats	disjoint
40771	eaten	playing	independent
40772	eaten	wearing	disjoint
40773	jacket	girl	independent
40774	jacket	hair	disjoint
40775	jacket	pony	disjoint
40776	jacket	tail	disjoint
40777	jacket	pony tail	disjoint
40778	motorbike	girl	independent
40779	motorbike	hair	independent
40780	motorbike	pony	disjoint
40781	motorbike	tail	independent
40782	motorbike	pony tail	disjoint
40783	person	girl	reverseentailment
40784	person	hair	independent
40785	person	pony	disjoint
40786	person	tail	disjoint
40787	person	pony tail	independent
40788	tricks	girl	independent
40789	tricks	hair	independent
40790	tricks	pony	independent
40791	tricks	tail	independent
40792	tricks	pony tail	independent
40793	black jacket	girl	independent
40794	black jacket	hair	independent
40795	black jacket	pony	disjoint
40796	black jacket	tail	disjoint
40797	black jacket	pony tail	disjoint
40798	doing	combing	reverseentailment
40799	black	into a pony tail	independent
40800	on a motorbike	into a pony tail	disjoint
40801	counter	boy	independent
40802	counter	building	disjoint
40803	counter	snow	disjoint
40804	counter	winter	independent
40805	counter	clothes	disjoint
40806	counter	hands	independent
40807	counter	boy in winter clothes	disjoint
40808	counter	building in the snow	independent
40809	counter	winter clothes	disjoint
40810	dog	winter	independent
40811	dog	clothes	disjoint
40812	dog	hands	independent
40813	dog	boy in winter clothes	disjoint
40814	dog	building in the snow	disjoint
40815	dog	winter clothes	disjoint
40816	kitchen	boy	independent
40817	kitchen	building	disjoint
40818	kitchen	snow	disjoint
40819	kitchen	winter	independent
40820	kitchen	clothes	independent
40821	kitchen	hands	independent
40822	kitchen	boy in winter clothes	disjoint
40823	kitchen	building in the snow	independent
40824	kitchen	winter clothes	disjoint
40825	kitchen counter	boy	independent
40826	kitchen counter	building	disjoint
40827	kitchen counter	snow	disjoint
40828	kitchen counter	winter	independent
40829	kitchen counter	clothes	independent
40830	kitchen counter	hands	independent
40831	kitchen counter	boy in winter clothes	independent
40832	kitchen counter	building in the snow	disjoint
40833	kitchen counter	winter clothes	disjoint
40834	large dog	boy	disjoint
40835	large dog	building	disjoint
40836	large dog	snow	disjoint
40837	large dog	winter	independent
40838	large dog	clothes	disjoint
40839	large dog	hands	independent
40840	large dog	boy in winter clothes	disjoint
40841	large dog	building in the snow	disjoint
40842	large dog	winter clothes	disjoint
40843	small dog	boy	disjoint
40844	small dog	building	disjoint
40845	small dog	snow	independent
40846	small dog	winter	independent
40847	small dog	clothes	independent
40848	small dog	hands	independent
40849	small dog	boy in winter clothes	disjoint
40850	small dog	building in the snow	disjoint
40851	small dog	winter clothes	disjoint
40852	investigating	smiling	independent
40853	investigating	waving	independent
40854	large	mittened	independent
40855	next	mittened	independent
40856	small	mittened	independent
40857	fish	box	disjoint
40858	fish	cat	disjoint
40859	sliced	jumping	independent
40860	by a man	into a box	independent
40861	dog	lady	disjoint
40862	dog	meat	disjoint
40863	dog	slices	independent
40864	dog	slices of meat	disjoint
40865	grass	lady	independent
40866	grass	meat	disjoint
40867	grass	slices	independent
40868	grass	slices of meat	disjoint
40869	tall and green grass	lady	independent
40870	tall and green grass	meat	disjoint
40871	tall and green grass	slices	independent
40872	tall and green grass	slices of meat	disjoint
40873	white and tan dog	lady	disjoint
40874	white and tan dog	meat	independent
40875	white and tan dog	slices	independent
40876	white and tan dog	slices of meat	independent
40877	running	eating	disjoint
40878	tiger	people	disjoint
40879	girl	motorcycle	disjoint
40880	girl	wheel	disjoint
40881	girl	man on a motorcycle	disjoint
40882	girl	one wheel	independent
40883	horse	wheel	disjoint
40884	horse	one wheel	disjoint
40885	on the horse	on one wheel	disjoint
40886	person	bread	disjoint
40887	person	slice	independent
40888	person	slice of bread	independent
40889	steak	bread	disjoint
40890	steak	slice	disjoint
40891	steak	slice of bread	disjoint
40892	water	bread	independent
40893	water	slice	independent
40894	water	slice of bread	independent
40895	steak with water	bread	disjoint
40896	steak with water	slice	disjoint
40897	steak with water	slice of bread	disjoint
40898	rinsing	buttering	disjoint
40899	bread	mixer	independent
40900	bread	ingredients	forwardentailment
40901	bread	ingredients to the man	independent
40902	garlic	mixer	disjoint
40903	garlic	ingredients	forwardentailment
40904	garlic	ingredients to the man	independent
40905	man	ingredients to the man	independent
40906	slices	mixer	disjoint
40907	slices	ingredients	independent
40908	slices	ingredients to the man	independent
40909	bread slices	mixer	disjoint
40910	bread slices	ingredients	forwardentailment
40911	bread slices	ingredients to the man	independent
40912	putting	bowling	disjoint
40913	on some bread slices	at the mixer	independent
40914	baby	camera	disjoint
40915	baby	hair	independent
40916	baby	picture	independent
40917	baby	black hair	independent
40918	baby	child with black hair	independent
40919	baby	picture from the camera	independent
40920	scaring	deleting	disjoint
40921	sneezing	deleting	disjoint
40922	man	milk	independent
40923	man	drinking milk	independent
40924	money	cat	disjoint
40925	money	drinking	disjoint
40926	money	milk	disjoint
40927	money	drinking milk	disjoint
40928	sign	cat	independent
40929	sign	drinking	independent
40930	sign	milk	independent
40931	sign	drinking milk	disjoint
40932	homeless man	cat	disjoint
40933	homeless man	drinking	independent
40934	homeless man	milk	disjoint
40935	homeless man	drinking milk	independent
40936	barefoot	bowl	independent
40937	barefoot	lady	independent
40938	barefoot	meat	disjoint
40939	barefoot	mixture	independent
40940	barefoot	mixture in a bowl	independent
40941	girl	bowl	independent
40942	girl	meat	independent
40943	girl	mixture	independent
40944	girl	mixture in a bowl	independent
40945	hill	bowl	independent
40946	hill	lady	independent
40947	hill	mixture	independent
40948	hill	mixture in a bowl	independent
40949	sandy	bowl	independent
40950	sandy	lady	independent
40951	sandy	meat	independent
40952	sandy	mixture	independent
40953	sandy	mixture in a bowl	independent
40954	shirt	bowl	independent
40955	shirt	lady	independent
40956	shirt	meat	disjoint
40957	shirt	mixture	independent
40958	shirt	mixture in a bowl	independent
40959	sandy hill	bowl	independent
40960	sandy hill	lady	independent
40961	sandy hill	meat	independent
40962	sandy hill	mixture	independent
40963	sandy hill	mixture in a bowl	independent
40964	striped shirt	bowl	independent
40965	striped shirt	lady	independent
40966	striped shirt	meat	independent
40967	striped shirt	mixture	independent
40968	striped shirt	mixture in a bowl	independent
40969	running	mixing	disjoint
40970	wearing	mixing	independent
40971	camera	animal	disjoint
40972	camera	ball	disjoint
40973	child	animal	disjoint
40974	swimming	animal	forwardentailment
40975	swimming	ball	independent
40976	underwater	animal	independent
40977	underwater	ball	disjoint
40978	camera and swimming underwater	animal	disjoint
40979	camera and swimming underwater	ball	disjoint
40980	smiling	barking	disjoint
40981	boy	container	independent
40982	boy	food	independent
40983	pool	container	forwardentailment
40984	pool	food	independent
40985	swimsuit	container	independent
40986	swimsuit	food	independent
40987	swimsuit	man	independent
40988	kiddies	container	independent
40989	kiddies	food	disjoint
40990	kiddies	man	disjoint
40991	blue kiddies pool	container	independent
40992	blue kiddies pool	food	disjoint
40993	blue kiddies pool	man	independent
40994	red swimsuit	container	independent
40995	red swimsuit	food	independent
40996	red swimsuit	man	independent
40997	jumping	putting	disjoint
40998	blue	in a container	independent
40999	red	in a container	independent
41000	young	in a container	independent
41001	metal	dirt	disjoint
41002	metal	rider	independent
41003	metal	uniform	independent
41004	metal	black and red uniform	independent
41005	metal	dirt bike	independent
41006	bars	bike	independent
41007	bars	dirt	independent
41008	bars	rider	independent
41009	bars	uniform	independent
41010	bars	black and red uniform	independent
41011	bars	dirt bike	disjoint
41012	children	bike	independent
41013	children	dirt	independent
41014	children	rider	disjoint
41015	children	uniform	independent
41016	children	black and red uniform	independent
41017	children	dirt bike	disjoint
41018	Two children	bike	disjoint
41019	Two children	dirt	independent
41020	Two children	rider	disjoint
41021	Two children	uniform	independent
41022	Two children	black and red uniform	independent
41023	Two children	dirt bike	disjoint
41024	metal bars	bike	independent
41025	metal bars	dirt	disjoint
41026	metal bars	rider	disjoint
41027	metal bars	uniform	disjoint
41028	metal bars	black and red uniform	disjoint
41029	metal bars	dirt bike	independent
41030	stretching	standing	disjoint
41031	over some metal bars	black	independent
41032	over some metal bars	red	independent
41033	over some metal bars	on a dirt bike	independent
41034	bowl	laughing	independent
41035	bowl	shirt	independent
41036	bowl	table	independent
41037	bowl	dyed black shirt	independent
41038	bowl	table and laughing	independent
41039	whisk	laughing	disjoint
41040	whisk	man	independent
41041	whisk	shirt	disjoint
41042	whisk	table	disjoint
41043	whisk	dyed black shirt	independent
41044	whisk	table and laughing	independent
41045	wire	laughing	independent
41046	wire	man	independent
41047	wire	shirt	independent
41048	wire	table	disjoint
41049	wire	dyed black shirt	independent
41050	wire	table and laughing	independent
41051	woman	laughing	independent
41052	woman	dyed black shirt	independent
41053	woman	table and laughing	independent
41054	eggs	laughing	independent
41055	eggs	shirt	disjoint
41056	eggs	table	disjoint
41057	eggs	dyed black shirt	independent
41058	eggs	table and laughing	independent
41059	two eggs	laughing	disjoint
41060	two eggs	shirt	disjoint
41061	two eggs	table	disjoint
41062	two eggs	dyed black shirt	disjoint
41063	two eggs	table and laughing	disjoint
41064	whisk made of wire	laughing	independent
41065	whisk made of wire	man	independent
41066	whisk made of wire	shirt	disjoint
41067	whisk made of wire	table	disjoint
41068	whisk made of wire	dyed black shirt	independent
41069	whisk made of wire	table and laughing	disjoint
41070	beating	sitting	disjoint
41071	beating	wearing	independent
41072	using	sitting	disjoint
41073	using	wearing	reverseentailment
41074	made	sitting	independent
41075	in a bowl	black	independent
41076	in a bowl	dyed	independent
41077	of wire	black	independent
41078	of wire	dyed	independent
41079	child	birdcage	disjoint
41080	family	birdcage	disjoint
41081	rest	birdcage	independent
41082	spout	birdcage	disjoint
41083	water	birdcage	disjoint
41084	outdoors	birdcage	disjoint
41085	rest of his family	birdcage	disjoint
41086	water spout outdoors	birdcage	disjoint
41087	block	man	independent
41088	block	woman	independent
41089	block	woods	disjoint
41090	person	woods	disjoint
41091	sledgehammer	man	independent
41092	sledgehammer	woman	independent
41093	sledgehammer	woods	independent
41094	break	walking	disjoint
41095	using	walking	disjoint
41096	concrete	through the woods	disjoint
41097	on another person	through the woods	disjoint
41098	room	horse	disjoint
41099	room	track	disjoint
41100	room	wild	disjoint
41101	table	horse	disjoint
