CombID	label	meta	preds	pred
271	disjoint	org	[0.02626461535692215, 0.3540993630886078, -0.5264688730239868, 1.600638747215271, -0.3158496618270874, -1.474074125289917, -0.7021538019180298, -0.4651631712913513, 1.0478708744049072, 1.9518004655838013, -0.18490064144134521, -1.9139420986175537, 0.022741839289665222, -0.27857375144958496, -0.0017450936138629913, 1.1104419231414795, 0.15727044641971588, -1.4349273443222046, 0.7229170203208923, -0.5640472173690796, -0.44719451665878296, 1.2499605417251587, -1.5462124347686768, -0.07973764091730118, 0.9264714121818542, 1.414919376373291, -2.200038433074951, 3.031906843185425, 0.3594978451728821, -3.303879499435425, -0.5705559849739075, 2.1263749599456787, -1.2625536918640137, 0.3095478415489197, 0.9011035561561584, -1.203855276107788, -1.7027864456176758, 0.03491239249706268, 1.8287644386291504, 0.009859912097454071, 3.949820041656494, -3.139092445373535, -2.2829043865203857, -0.12278938293457031, 2.6041204929351807, -1.8776711225509644, -0.27722954750061035, 2.2233071327209473, -0.33732548356056213, -1.4210634231567383, 1.5105544328689575, -0.14499780535697937, -1.5477503538131714, 1.383937120437622]	independent
272	disjoint	org	[1.948305368423462, 0.1884016990661621, -2.2346808910369873, 0.5329257249832153, 3.2740049362182617, -3.1155648231506348, 0.48106876015663147, 0.5772184133529663, -1.1851224899291992, 0.9319177269935608, 0.5362983345985413, -1.5610615015029907, 1.578176498413086, 0.3403209447860718, -2.0115060806274414, 0.7714802026748657, 1.4382011890411377, -2.088075637817383, 1.955954670906067, -0.9424470663070679, -1.2449748516082764, 1.52836012840271, 0.4494556486606598, -2.039308547973633, 1.8071856498718262, 1.381206750869751, -2.9788978099823, 1.584679126739502, 1.8964509963989258, -3.1419074535369873, 0.4666479229927063, 1.400754451751709, -1.726117730140686, 0.4994456171989441, 2.7123217582702637, -2.677180528640747, -0.2938554286956787, 0.39428815245628357, -0.186484694480896, -0.33230793476104736, 0.3197672963142395, -0.10741976648569107, 0.7887322902679443, -0.16655609011650085, -0.845542311668396, 0.1474655568599701, -0.6018099784851074, 0.13155542314052582, 0.3686276972293854, -0.0565062016248703, -0.5345956087112427, 0.11882434785366058, -0.39886754751205444, 0.00309614185243845]	independent
273	independent	org	[0.700332522392273, 2.8331615924835205, -2.9659323692321777, 1.1436814069747925, 1.587325096130371, -2.523866653442383, 0.4354013204574585, 0.5572325587272644, -1.1440154314041138, -0.5200933218002319, 1.757324457168579, -1.1077381372451782, 2.346416711807251, 2.356776475906372, -4.104806900024414, 2.2327213287353516, 1.4239939451217651, -3.367548942565918, 1.3682222366333008, -0.5104479789733887, -1.114449143409729, 0.7368629574775696, -1.3876309394836426, 0.2541717290878296, 2.2515337467193604, 1.6388511657714844, -3.531867027282715, -0.2309851348400116, 3.631443500518799, -2.6788222789764404, 0.870858907699585, 3.1170058250427246, -3.2836520671844482, -0.7049858570098877, 2.684810161590576, -1.4972000122070312, 0.71088707447052, 2.4008336067199707, -2.6920101642608643, -0.7349104881286621, 1.0457273721694946, -0.27935755252838135, -0.06051314249634743, 0.013098669238388538, -0.1856059432029724, 2.7173542976379395, -0.6890172362327576, -2.1985864639282227, -0.6037522554397583, -0.2980048656463623, 0.8192065954208374, -0.8465844392776489, -0.7807691097259521, 1.5608357191085815]	independent
274	disjoint	org	[1.0031609535217285, 0.20919159054756165, -1.2855952978134155, -0.2504870891571045, 0.8145279884338379, -0.5549793243408203, -0.1318395584821701, 0.10216347128152847, -0.14873060584068298, -0.6198915243148804, 0.2469688355922699, 0.25368058681488037, -1.1053495407104492, -0.7894082069396973, 1.871815800666809, -1.6242687702178955, 0.37774109840393066, 1.306852102279663, -1.2788629531860352, -1.1405315399169922, 2.449287176132202, -2.2157444953918457, -1.1721792221069336, 3.741335153579712, 2.664184331893921, 1.5474867820739746, -3.828522205352783, -1.5458989143371582, 3.462209701538086, -1.3797285556793213, -1.0378344058990479, 1.8071751594543457, -0.6801896095275879, -3.2611162662506104, 2.1146440505981445, 1.3988093137741089, -1.5726284980773926, 1.042230486869812, 0.6196175813674927, -1.8045560121536255, 1.8103357553482056, 0.126768559217453, -2.958590507507324, 0.6069825887680054, 2.5982487201690674, -3.1299986839294434, 1.1259268522262573, 2.1974868774414062, -1.7726786136627197, -0.728319525718689, 2.7639827728271484, -2.279834508895874, -0.33516165614128113, 2.9375195503234863]	independent
275	disjoint	add	[0.3128313422203064, 0.7503817081451416, -1.0774755477905273, -0.11810845136642456, 0.08226176351308823, -0.08051949739456177, -0.37260568141937256, -0.1737441122531891, 0.3259013295173645, -0.8486453294754028, -0.010226167738437653, 0.7516052722930908, -0.9037431478500366, -1.8204052448272705, 2.7392196655273438, -0.6590856313705444, -1.0694313049316406, 1.6030527353286743, 1.0239558219909668, -1.9311487674713135, 0.5989410877227783, -1.2695974111557007, -1.7257862091064453, 3.0140573978424072, 2.5491750240325928, 0.6611888408660889, -3.0930910110473633, -0.6016203165054321, 1.369908094406128, -0.6745362281799316, 0.1520768105983734, 1.086482048034668, -1.215253233909607, -2.7238032817840576, 0.812103271484375, 2.121004343032837, -1.8840489387512207, -0.8915649056434631, 2.9978525638580322, -2.389397382736206, -0.14764374494552612, 2.7698276042938232, -2.0931684970855713, -0.43265464901924133, 2.731548309326172, -2.5725958347320557, 0.22779622673988342, 2.551564931869507, -0.8773572444915771, -1.092729091644287, 1.8438866138458252, -1.9620229005813599, -1.6485698223114014, 3.8956899642944336]	independent
276	forwardentailment	org	[3.6557209491729736, -0.5880576372146606, -2.9971649646759033, 2.628671169281006, -0.17759141325950623, -2.5179219245910645, 2.759138822555542, -0.9125359058380127, -2.0229508876800537, 3.6964313983917236, -0.6533380746841431, -3.021638870239258, 4.571634292602539, -1.3795496225357056, -3.1064772605895996, 4.575405120849609, -1.629662036895752, -2.8696155548095703, 2.0184288024902344, -1.4642179012298584, -0.8568843603134155, 4.973548889160156, -2.194108009338379, -2.6764097213745117, 2.4360296726226807, 0.5858324766159058, -2.9614386558532715, 4.043817520141602, -0.7187021970748901, -3.2618520259857178, 0.830642580986023, 1.6191530227661133, -2.233819007873535, 3.33064341545105, -0.4832102060317993, -2.852692127227783, 0.2729673385620117, -0.38193538784980774, -0.2015538513660431, 2.007990837097168, -0.2175287902355194, -1.957548975944519, 3.171826124191284, -1.2573111057281494, -2.0608749389648438, 2.800379514694214, -1.336817741394043, -1.6875747442245483, 0.29551610350608826, -2.2727770805358887, 1.5541505813598633, 2.828652858734131, -2.1125569343566895, -0.9778438806533813]	disjoint
277	independent	org	[-1.0142461061477661, 2.5670766830444336, -1.18341863155365, 1.217498540878296, -0.333305686712265, -1.1232740879058838, -0.6023428440093994, -0.06017071753740311, 0.4377346634864807, -0.4333288371562958, -1.0411450862884521, 1.2126588821411133, -0.2737255096435547, -1.671162724494934, 1.670389175415039, 0.018742786720395088, -1.1884815692901611, 0.8596904277801514, -0.010626431554555893, -1.7969979047775269, 1.43330979347229, 0.1430748999118805, -1.2944824695587158, 0.7651348114013672, -0.20270657539367676, 1.864111065864563, -1.4386112689971924, 2.2891199588775635, 0.028432190418243408, -2.423680543899536, -0.8555036187171936, 0.7075962424278259, 0.13162529468536377, -0.22242829203605652, -0.35843899846076965, 0.3419715166091919, -2.5438873767852783, -0.6128147840499878, 3.5431933403015137, -1.9253013134002686, -0.005076764151453972, 2.074042320251465, -2.637636184692383, -0.06733810901641846, 2.99509596824646, -1.6140928268432617, -0.6560086011886597, 2.2410545349121094, -2.1587345600128174, -1.9284300804138184, 4.527585029602051, -2.073152542114258, -1.3058512210845947, 3.7864692211151123]	disjoint
278	independent	org	[2.4023523330688477, 0.17856130003929138, -2.6249637603759766, -0.20360888540744781, 3.196300983428955, -2.3480710983276367, -1.8918912410736084, 1.1589617729187012, 0.9454456567764282, -1.570065975189209, 1.4942514896392822, 0.21414914727210999, 3.2790610790252686, -1.1808726787567139, -2.2449235916137695, 0.9099866151809692, -1.2469968795776367, -0.008252216503024101, 1.3748905658721924, -1.808135747909546, 0.037834666669368744, -0.27377140522003174, 0.3294919729232788, -0.19696035981178284, 0.5149029493331909, 3.1462268829345703, -3.044355869293213, -0.08904443681240082, 4.18186092376709, -3.145118236541748, 0.7495556473731995, 1.7904200553894043, -2.2766306400299072, -0.8221287727355957, 3.7366223335266113, -2.146550416946411, 1.3519247770309448, 0.17498183250427246, -1.6671483516693115, -0.448161244392395, -0.054572783410549164, 0.372283011674881, 1.2897584438323975, -1.1154886484146118, -0.5431699752807617, -0.1728009730577469, -1.0409094095230103, 0.8793677687644958, -0.36534827947616577, -1.9099242687225342, 1.9562476873397827, -0.5907847285270691, -1.4898430109024048, 1.8730005025863647]	disjoint
279	disjoint	add	[3.3117516040802, -0.9922226667404175, -2.42185640335083, -0.06662473827600479, 2.737016201019287, -2.1908817291259766, -1.4645915031433105, 0.4951508045196533, 1.1568291187286377, -1.5156526565551758, 1.7651708126068115, -0.04993154853582382, 3.372154474258423, -0.9903005957603455, -2.495413064956665, -0.033480528742074966, -0.023034412413835526, -0.16121351718902588, 1.5088167190551758, -2.1239781379699707, 0.23310722410678864, -0.2625799775123596, 0.43726488947868347, -0.30357643961906433, 0.856052577495575, 2.8303298950195312, -3.1132357120513916, -0.7143917679786682, 4.185484886169434, -2.622457981109619, 0.9243602752685547, 1.329493522644043, -2.1131675243377686, -0.8725504279136658, 3.5693514347076416, -2.012669324874878, 0.5927349925041199, -0.4299808740615845, -0.48030152916908264, -1.3701419830322266, 0.0976882204413414, 1.4373741149902344, 1.1641074419021606, -1.5108305215835571, -0.09177349507808685, -0.8861203193664551, -0.5130618810653687, 1.2481608390808105, 0.023896165192127228, -2.057340621948242, 1.5786643028259277, -1.0684571266174316, 0.3209501802921295, 0.822212815284729]	disjoint
280	independent	org	[0.5666769742965698, 1.423229455947876, -1.8109335899353027, 2.338514804840088, 0.3239271640777588, -2.620100975036621, -0.9488804936408997, 2.319582462310791, -1.072544813156128, -1.014291763305664, -0.02158002182841301, 1.041728138923645, -1.2585511207580566, -0.8678451776504517, 2.252641201019287, 2.208395481109619, -1.6118465662002563, -0.9007548093795776, -1.0564786195755005, -1.7073216438293457, 2.6734538078308105, 1.8095324039459229, -1.9384440183639526, -0.20882028341293335, -0.30987274646759033, 1.5174884796142578, -1.0333051681518555, 1.47041916847229, 1.583657145500183, -2.804483652114868, -1.5030043125152588, 0.5824406743049622, 1.0871307849884033, 0.557565450668335, 1.0334341526031494, -1.5602736473083496, -3.3981378078460693, -0.029223963618278503, 3.9931137561798096, 0.20211689174175262, -0.4972037971019745, -0.017495624721050262, -1.6949762105941772, -0.6471844911575317, 2.4290785789489746, 0.9127479791641235, -1.2708492279052734, -0.042936526238918304, -1.0561695098876953, -1.6717718839645386, 2.743360757827759, -0.5565474033355713, -1.4799423217773438, 1.8683626651763916]	disjoint
281	disjoint	org	[-0.6869071125984192, 2.311692714691162, -1.2870368957519531, -0.5743684768676758, 3.1915674209594727, -2.0548605918884277, -1.3470306396484375, 2.5369534492492676, -0.8810290098190308, -1.5569039583206177, 4.8409271240234375, -2.3723156452178955, -2.510402202606201, 0.4278697371482849, 2.448086977005005, -3.6090288162231445, 0.7531796097755432, 3.4987058639526367, -2.91699481010437, -0.3917199373245239, 3.781477451324463, -3.4475138187408447, 0.9759323596954346, 3.0937936305999756, -2.4574575424194336, 3.571481227874756, -0.5083604454994202, -0.3698902428150177, 2.5137033462524414, -1.7583647966384888, -2.3044626712799072, 3.909061908721924, -1.0006554126739502, -1.9273169040679932, 4.815737724304199, -1.9849214553833008, 0.7755094170570374, -0.4441087543964386, -0.6536462903022766, -3.515474796295166, 0.21993231773376465, 3.8779525756835938, -3.545053720474243, 0.7504110932350159, 3.181443452835083, -3.6239335536956787, 0.40240374207496643, 3.775831460952759, -3.3987550735473633, -0.9112088084220886, 5.16595458984375, -3.5375852584838867, -0.6164716482162476, 5.043627738952637]	disjoint
282	reverseentailment	org	[3.2904391288757324, 0.368413507938385, -3.5434017181396484, 3.48633074760437, 0.4472571909427643, -3.7657201290130615, 2.4254860877990723, 0.8835108280181885, -3.168001413345337, 1.4825026988983154, 1.6383824348449707, -2.8552589416503906, 4.68464469909668, -0.9292404651641846, -3.5681800842285156, 4.681139945983887, -0.7638692855834961, -3.7019848823547363, 3.8589375019073486, -1.7932493686676025, -2.1237993240356445, 3.6070973873138428, -1.8888529539108276, -1.816015362739563, 3.8690402507781982, 0.6433646082878113, -4.159568786621094, 3.446115493774414, 1.3877780437469482, -4.331143856048584, 2.9624993801116943, -0.09414373338222504, -2.945512294769287, 2.786102056503296, 1.0449755191802979, -3.617845296859741, 1.3539645671844482, 0.992694079875946, -2.3142595291137695, 2.212977647781372, 0.639968991279602, -2.826603651046753, 3.8530566692352295, -1.1082813739776611, -2.75854229927063, 4.093880653381348, -1.1680338382720947, -2.90787672996521, 2.9075844287872314, 0.09926748275756836, -2.9582152366638184, 3.1401445865631104, -0.1237797737121582, -2.9769997596740723]	synonym
283	reverseentailment	org	[0.20782570540905, 3.2779667377471924, -2.7802391052246094, 3.84796404838562, -0.9630277752876282, -2.8538684844970703, 0.6214390993118286, 4.020176887512207, -3.6941325664520264, 3.5927658081054688, 0.6497222185134888, -3.9786932468414307, -1.6818888187408447, 4.165454864501953, -1.655024766921997, 4.306519508361816, -1.0085697174072266, -3.2696123123168945, 0.37130630016326904, 3.4024524688720703, -3.069441795349121, 5.044942855834961, -1.8800246715545654, -3.046130895614624, -0.021382711827754974, 4.2871246337890625, -3.3034653663635254, 3.2871432304382324, 0.6448773145675659, -3.733273983001709, -1.8339035511016846, 4.044559478759766, -1.5051995515823364, 4.923593521118164, -1.2626913785934448, -3.4992456436157227, -1.5209300518035889, 2.7440710067749023, -0.8432567715644836, 1.6673121452331543, 0.3616067171096802, -2.1389336585998535, -2.6991798877716064, 2.194708824157715, 0.7248177528381348, 3.117048501968384, -0.6862121820449829, -2.5383870601654053, -0.5827770829200745, 3.9026174545288086, -2.5345234870910645, 2.4440765380859375, 0.9161537885665894, -3.183910369873047]	reverseentailment
284	disjoint	add	[-0.7135735750198364, 0.07759571075439453, 0.609229326248169, -0.13797035813331604, 4.153130531311035, -3.1107444763183594, -0.7332850694656372, 1.0151169300079346, -0.23563110828399658, -0.23221983015537262, -0.03437410667538643, 0.0479588583111763, -2.0383970737457275, -0.4466646909713745, 2.7918198108673096, -2.638808012008667, 0.10094977915287018, 2.9805777072906494, -1.6416916847229004, 0.14201444387435913, 1.5196954011917114, -0.3429718613624573, -0.21839192509651184, 0.38792428374290466, -1.0810471773147583, 3.1702282428741455, -1.6564782857894897, -1.1080396175384521, 4.819362640380859, -2.7657766342163086, -2.487687110900879, 2.1762266159057617, 0.5450859069824219, -1.891567587852478, 3.7835323810577393, -1.269010066986084, -3.630124568939209, 1.3780739307403564, 2.67758846282959, -1.4762938022613525, 2.5282273292541504, -0.7002432346343994, -3.4259352684020996, 0.5328234434127808, 3.3976712226867676, -2.5496408939361572, 0.005958333611488342, 2.767634868621826, -1.6507983207702637, -0.9812728762626648, 2.8852856159210205, -1.7316160202026367, -0.5435677766799927, 2.5266268253326416]	independent
