CombID	SenID	templatenum	prem	hyp	label
265	199	8	A aircraft	A plane	reverseentailment
265	199	8	A plane	A aircraft	reverseentailment
266	200	0	The plant is photographed with a camera	There is a tree present	reverseentailment
266	200	0	The tree is photographed with a camera	There is a plant present	reverseentailment
266	200	1	The plant is in the water	The tree is wet	reverseentailment
266	200	1	The tree is in the water	The plant is wet	reverseentailment
266	200	2	A plant is outside near a campfire at night	There is a tree outside	reverseentailment
266	200	2	A tree is outside near a campfire at night	There is a plant outside	reverseentailment
266	200	3	A young woman is looking at a plant with a binocular	A tree is looked at by a woman	reverseentailment
266	200	3	A young woman is looking at a tree with a binocular	A plant is looked at by a woman	reverseentailment
266	200	4	Several people are moving towards the plant	There is a group of people near the tree	reverseentailment
266	200	4	Several people are moving towards the tree	There is a group of people near the plant	reverseentailment
266	200	5	A bald man standing to the side of a plant	The man stands near a tree.	reverseentailment
266	200	5	A bald man standing to the side of a tree	The man stands near a plant.	reverseentailment
266	200	6	A kid fetches a plant by a tree in the yard.	a kid gets a tree	reverseentailment
266	200	6	A kid fetches a tree by a tree in the yard.	a kid gets a plant	reverseentailment
266	200	7	A green frog buys a plant from a stand.	There is a green frog buying a tree	reverseentailment
266	200	7	A green frog buys a tree from a stand.	There is a green frog buying a plant	reverseentailment
266	200	8	A plant	A tree	reverseentailment
266	200	8	A tree	A plant	reverseentailment
267	200	0	The plants is photographed with a camera	There is a tree rings present	independent
267	200	0	The tree rings is photographed with a camera	There is a plants present	independent
267	200	1	The plants is in the water	The tree rings is wet	independent
267	200	1	The tree rings is in the water	The plants is wet	independent
267	200	2	A plants is outside near a campfire at night	There is a tree rings outside	independent
267	200	2	A tree rings is outside near a campfire at night	There is a plants outside	independent
267	200	3	A young woman is looking at a plants with a binocular	A tree rings is looked at by a woman	independent
267	200	3	A young woman is looking at a tree rings with a binocular	A plants is looked at by a woman	independent
267	200	4	Several people are moving towards the plants	There is a group of people near the tree rings	independent
267	200	4	Several people are moving towards the tree rings	There is a group of people near the plants	independent
267	200	5	A bald man standing to the side of a plants	The man stands near a tree rings.	independent
267	200	5	A bald man standing to the side of a tree rings	The man stands near a plants.	independent
267	200	6	A kid fetches a plants by a tree in the yard.	a kid gets a tree rings	independent
267	200	6	A kid fetches a tree rings by a tree in the yard.	a kid gets a plants	independent
267	200	7	A green frog buys a plants from a stand.	There is a green frog buying a tree rings	independent
267	200	7	A green frog buys a tree rings from a stand.	There is a green frog buying a plants	independent
267	200	8	A plants	A tree rings	independent
267	200	8	A tree rings	A plants	independent
268	200	0	The nuclear plants is photographed with a camera	There is a tree present	disjoint
268	200	0	The tree is photographed with a camera	There is a nuclear plants present	disjoint
268	200	1	The nuclear plants is in the water	The tree is wet	disjoint
268	200	1	The tree is in the water	The nuclear plants is wet	disjoint
268	200	2	A nuclear plants is outside near a campfire at night	There is a tree outside	disjoint
268	200	2	A tree is outside near a campfire at night	There is a nuclear plants outside	disjoint
268	200	3	A young woman is looking at a nuclear plants with a binocular	A tree is looked at by a woman	disjoint
268	200	3	A young woman is looking at a tree with a binocular	A nuclear plants is looked at by a woman	disjoint
268	200	4	Several people are moving towards the nuclear plants	There is a group of people near the tree	disjoint
268	200	4	Several people are moving towards the tree	There is a group of people near the nuclear plants	disjoint
268	200	5	A bald man standing to the side of a nuclear plants	The man stands near a tree.	disjoint
268	200	5	A bald man standing to the side of a tree	The man stands near a nuclear plants.	disjoint
268	200	6	A kid fetches a nuclear plants by a tree in the yard.	a kid gets a tree	disjoint
268	200	6	A kid fetches a tree by a tree in the yard.	a kid gets a nuclear plants	disjoint
268	200	7	A green frog buys a nuclear plants from a stand.	There is a green frog buying a tree	disjoint
268	200	7	A green frog buys a tree from a stand.	There is a green frog buying a nuclear plants	disjoint
268	200	8	A nuclear plants	A tree	disjoint
268	200	8	A tree	A nuclear plants	disjoint
269	201	0	The plastic is photographed with a camera	There is a toy present	independent
269	201	0	The toy is photographed with a camera	There is a plastic present	independent
269	201	1	The plastic is in the water	The toy is wet	independent
269	201	1	The toy is in the water	The plastic is wet	independent
269	201	2	A plastic is outside near a campfire at night	There is a toy outside	independent
269	201	2	A toy is outside near a campfire at night	There is a plastic outside	independent
269	201	3	A young woman is looking at a plastic with a binocular	A toy is looked at by a woman	independent
269	201	3	A young woman is looking at a toy with a binocular	A plastic is looked at by a woman	independent
269	201	4	Several people are moving towards the plastic	There is a group of people near the toy	independent
269	201	4	Several people are moving towards the toy	There is a group of people near the plastic	independent
269	201	5	A bald man standing to the side of a plastic	The man stands near a toy.	independent
269	201	5	A bald man standing to the side of a toy	The man stands near a plastic.	independent
269	201	6	A kid fetches a plastic by a tree in the yard.	a kid gets a toy	independent
269	201	6	A kid fetches a toy by a tree in the yard.	a kid gets a plastic	independent
269	201	7	A green frog buys a plastic from a stand.	There is a green frog buying a toy	independent
269	201	7	A green frog buys a toy from a stand.	There is a green frog buying a plastic	independent
269	201	8	A plastic	A toy	independent
269	201	8	A toy	A plastic	independent
270	201	0	The plastic bag is photographed with a camera	There is a other toys present	disjoint
270	201	0	The other toys is photographed with a camera	There is a plastic bag present	disjoint
270	201	1	The plastic bag is in the water	The other toys is wet	disjoint
